"","x"
"87858",2017-03-16 12:57:02
"87859",2017-03-16 13:07:01
"87860",2017-03-16 13:12:02
"87861",2017-03-16 13:17:01
"87862",2017-03-16 13:22:03
"87863",2017-03-16 13:22:03
"87864",2017-03-16 13:46:01
"87865",2017-03-16 13:47:00
"87866",2017-03-16 13:52:02
"87867",2017-03-16 13:57:00
"87868",2017-03-16 13:57:01
"87869",2017-03-16 14:07:01
"87870",2017-03-16 14:07:02
"87871",2017-03-16 14:22:00
"87872",2017-03-16 14:27:01
"87873",2017-03-16 14:27:01
"87874",2017-03-16 14:27:03
"87875",2017-03-16 14:27:03
"87876",2017-03-16 14:27:04
"87877",2017-03-16 14:32:03
"87878",2017-03-16 14:37:02
"87879",2017-03-16 14:41:02
"87880",2017-03-16 14:42:00
"87881",2017-03-16 14:52:02
"87882",2017-03-16 14:57:02
"87883",2017-03-16 15:02:00
"87884",2017-03-16 15:02:01
"87885",2017-03-16 15:12:01
"87886",2017-03-16 15:22:03
"87887",2017-03-16 15:22:03
"87888",2017-03-16 15:37:00
"87889",2017-03-16 15:37:01
"87890",2017-03-16 15:42:01
"87891",2017-03-16 15:47:01
"87892",2017-03-16 15:47:01
"87893",2017-03-16 15:52:01
"87894",2017-03-16 15:57:02
"87895",2017-03-16 16:02:03
"87896",2017-03-16 16:06:01
"87897",2017-03-16 16:17:01
"87898",2017-03-16 16:27:00
"87899",2017-03-16 16:27:00
"87900",2017-03-16 16:31:01
"87901",2017-03-16 16:42:00
"87902",2017-03-16 16:47:02
"87903",2017-03-16 16:57:03
"87904",2017-03-16 17:07:00
"87905",2017-03-16 17:07:01
"87906",2017-03-16 17:11:01
"87907",2017-03-16 17:11:01
"87908",2017-03-16 17:17:00
"87909",2017-03-16 17:17:01
"87910",2017-03-16 17:22:01
"87911",2017-03-16 17:31:01
"87912",2017-03-16 17:42:00
"87913",2017-03-16 17:47:00
"87914",2017-03-16 17:52:00
"87915",2017-03-16 17:57:00
"87916",2017-03-16 17:57:00
"87917",2017-03-16 17:57:01
"87918",2017-03-16 18:02:00
"87919",2017-03-16 18:07:01
"87920",2017-03-16 18:16:01
"87921",2017-03-16 18:17:00
"87922",2017-03-16 18:17:01
"87923",2017-03-16 18:22:01
"87924",2017-03-16 18:27:02
"87925",2017-03-16 18:27:03
"87926",2017-03-16 18:37:02
"87927",2017-03-16 18:47:01
"87928",2017-03-16 18:52:01
"87929",2017-03-16 19:01:00
"87930",2017-03-16 19:07:01
"87931",2017-03-16 19:22:02
"87932",2017-03-16 19:22:02
"87933",2017-03-16 19:27:01
"87934",2017-03-16 19:32:01
"87935",2017-03-16 19:36:01
"87936",2017-03-16 19:42:01
"87937",2017-03-16 19:52:01
"87938",2017-03-16 19:57:01
"87939",2017-03-16 20:01:00
"87940",2017-03-16 20:16:01
"87941",2017-03-16 20:27:01
"87942",2017-03-16 20:27:01
"87943",2017-03-16 20:27:01
"87944",2017-03-16 20:31:00
"87945",2017-03-16 20:37:01
"87946",2017-03-16 21:02:01
"87947",2017-03-16 21:07:00
"87948",2017-03-16 21:12:02
"87949",2017-03-16 21:17:00
"87950",2017-03-16 21:22:01
"87951",2017-03-16 21:37:02
"87952",2017-03-16 21:37:02
"87953",2017-03-16 21:52:01
"87954",2017-03-16 22:12:01
"87955",2017-03-16 22:57:00
"87956",2017-03-16 23:02:01
"87957",2017-03-16 23:02:02
"87958",2017-03-16 23:12:01
"87959",2017-03-16 23:12:01
"87960",2017-03-16 23:27:00
"87961",2017-03-16 23:32:00
"87962",2017-03-16 23:42:00
"87963",2017-03-17 00:12:01
"87964",2017-03-17 00:22:02
"87965",2017-03-17 00:47:01
"87966",2017-03-17 00:52:00
"87967",2017-03-17 00:52:01
"87968",2017-03-17 01:02:00
"87969",2017-03-17 01:07:01
"87970",2017-03-17 01:11:02
"87971",2017-03-17 01:22:01
"87972",2017-03-17 01:27:00
"87973",2017-03-17 01:41:00
"87974",2017-03-17 02:27:01
"87975",2017-03-17 02:32:00
"87976",2017-03-17 02:37:00
"87977",2017-03-17 03:02:00
"87978",2017-03-17 03:27:02
"87979",2017-03-17 03:37:00
"87980",2017-03-17 05:26:01
"87981",2017-03-17 05:32:00
"87982",2017-03-17 06:42:00
"87983",2017-03-17 06:52:00
"87984",2017-03-17 06:57:00
"87985",2017-03-17 06:57:02
"87986",2017-03-17 07:07:00
"87987",2017-03-17 07:07:00
"87988",2017-03-17 07:17:00
"87989",2017-03-17 07:27:01
"87990",2017-03-17 07:42:01
"87991",2017-03-17 07:42:01
"87992",2017-03-17 08:02:01
"87993",2017-03-17 08:07:00
"87994",2017-03-17 08:12:00
"87995",2017-03-17 08:22:01
"87996",2017-03-17 08:42:01
"87997",2017-03-17 08:57:00
"87998",2017-03-17 09:02:00
"87999",2017-03-17 09:07:01
"88000",2017-03-17 09:12:01
"88001",2017-03-17 09:12:02
"88002",2017-03-17 09:22:00
"88003",2017-03-17 09:27:01
"88004",2017-03-17 09:32:00
"88005",2017-03-17 09:32:01
"88006",2017-03-17 09:37:00
"88007",2017-03-17 09:42:02
"88008",2017-03-17 09:47:01
"88009",2017-03-17 09:52:00
"88010",2017-03-17 10:02:02
"88011",2017-03-17 10:07:00
"88012",2017-03-17 10:11:00
"88013",2017-03-17 10:22:00
"88014",2017-03-17 10:31:01
"88015",2017-03-17 10:32:00
"88016",2017-03-17 10:42:00
"88017",2017-03-17 10:42:00
"88018",2017-03-17 10:47:01
"88019",2017-03-17 10:52:02
"88020",2017-03-17 10:57:01
"88021",2017-03-17 10:57:01
"88022",2017-03-17 11:01:00
"88023",2017-03-17 11:02:03
"88024",2017-03-17 11:02:03
"88025",2017-03-17 11:11:02
"88026",2017-03-17 11:12:01
"88027",2017-03-17 11:21:01
"88028",2017-03-17 11:21:01
"88029",2017-03-17 11:22:01
"88030",2017-03-17 11:22:01
"88031",2017-03-17 11:27:01
"88032",2017-03-17 11:37:01
"88033",2017-03-17 11:37:01
"88034",2017-03-17 11:37:01
"88035",2017-03-17 11:37:01
"88036",2017-03-17 11:37:02
"88037",2017-03-17 11:42:01
"88038",2017-03-17 11:46:00
"88039",2017-03-17 11:46:01
"88040",2017-03-17 11:47:01
"88041",2017-03-17 11:52:00
"88042",2017-03-17 12:02:00
"88043",2017-03-17 12:07:01
"88044",2017-03-17 12:07:01
"88045",2017-03-17 12:17:01
"88046",2017-03-17 12:17:01
"88047",2017-03-17 12:17:01
"88048",2017-03-17 12:27:00
"88049",2017-03-17 12:31:00
"88050",2017-03-17 12:37:00
"88051",2017-03-17 12:52:01
"88052",2017-03-17 13:07:00
"88053",2017-03-17 13:07:00
"88054",2017-03-17 13:12:00
"88055",2017-03-17 13:17:01
"88056",2017-03-17 13:27:01
"88057",2017-03-17 13:27:01
"88058",2017-03-17 13:32:01
"88059",2017-03-17 13:37:01
"88060",2017-03-17 13:42:01
"88061",2017-03-17 13:47:00
"88062",2017-03-17 13:47:00
"88063",2017-03-17 13:52:01
"88064",2017-03-17 14:02:00
"88065",2017-03-17 14:02:00
"88066",2017-03-17 14:07:00
"88067",2017-03-17 14:17:00
"88068",2017-03-17 14:17:00
"88069",2017-03-17 14:27:01
"88070",2017-03-17 14:27:01
"88071",2017-03-17 14:27:03
"88072",2017-03-17 14:32:00
"88073",2017-03-17 14:32:00
"88074",2017-03-17 14:36:00
"88075",2017-03-17 14:37:00
"88076",2017-03-17 14:37:00
"88077",2017-03-17 14:37:01
"88078",2017-03-17 14:42:01
"88079",2017-03-17 14:42:01
"88080",2017-03-17 14:52:01
"88081",2017-03-17 14:57:01
"88082",2017-03-17 14:57:02
"88083",2017-03-17 14:57:02
"88084",2017-03-17 14:57:02
"88085",2017-03-17 15:01:47
"88086",2017-03-17 15:07:01
"88087",2017-03-17 15:17:01
"88088",2017-03-17 15:17:01
"88089",2017-03-17 15:21:00
"88090",2017-03-17 15:22:00
"88091",2017-03-17 15:22:01
"88092",2017-03-17 15:27:01
"88093",2017-03-17 15:32:01
"88094",2017-03-17 15:32:01
"88095",2017-03-17 15:47:00
"88096",2017-03-17 16:02:00
"88097",2017-03-17 16:02:01
"88098",2017-03-17 16:12:00
"88099",2017-03-17 16:12:00
"88100",2017-03-17 16:12:02
"88101",2017-03-17 16:22:00
"88102",2017-03-17 16:22:01
"88103",2017-03-17 16:26:01
"88104",2017-03-17 16:47:00
"88105",2017-03-17 16:56:00
"88106",2017-03-17 17:02:01
"88107",2017-03-17 17:07:01
"88108",2017-03-17 17:07:01
"88109",2017-03-17 17:07:02
"88110",2017-03-17 17:27:00
"88111",2017-03-17 17:32:00
"88112",2017-03-17 17:42:00
"88113",2017-03-17 17:52:00
"88114",2017-03-17 17:57:00
"88115",2017-03-17 18:01:00
"88116",2017-03-17 18:01:01
"88117",2017-03-17 18:02:01
"88118",2017-03-17 18:12:02
"88119",2017-03-17 18:36:01
"88120",2017-03-17 18:37:01
"88121",2017-03-17 18:37:01
"88122",2017-03-17 18:37:01
"88123",2017-03-17 18:42:00
"88124",2017-03-17 18:51:01
"88125",2017-03-17 18:51:01
"88126",2017-03-17 18:52:01
"88127",2017-03-17 19:07:01
"88128",2017-03-17 19:27:01
"88129",2017-03-17 19:27:01
"88130",2017-03-17 19:27:02
"88131",2017-03-17 19:47:01
"88132",2017-03-17 19:47:01
"88133",2017-03-17 19:52:00
"88134",2017-03-17 19:56:00
"88135",2017-03-17 19:57:01
"88136",2017-03-17 20:02:01
"88137",2017-03-17 20:22:01
"88138",2017-03-17 20:42:01
"88139",2017-03-17 21:02:00
"88140",2017-03-17 21:07:00
"88141",2017-03-17 21:12:00
"88142",2017-03-17 21:12:02
"88143",2017-03-17 21:27:00
"88144",2017-03-17 21:42:00
"88145",2017-03-17 21:42:01
"88146",2017-03-17 21:57:01
"88147",2017-03-17 22:01:01
"88148",2017-03-17 22:22:00
"88149",2017-03-17 22:22:01
"88150",2017-03-17 22:27:01
"88151",2017-03-17 22:27:01
"88152",2017-03-17 22:31:00
"88153",2017-03-17 22:32:01
"88154",2017-03-17 22:42:02
"88155",2017-03-17 22:46:00
"88156",2017-03-17 22:51:00
"88157",2017-03-17 23:02:00
"88158",2017-03-17 23:17:01
"88159",2017-03-17 23:27:01
"88160",2017-03-17 23:27:01
"88161",2017-03-17 23:36:00
"88162",2017-03-17 23:37:00
"88163",2017-03-17 23:52:00
"88164",2017-03-18 00:01:00
"88165",2017-03-18 00:02:01
"88166",2017-03-18 00:07:00
"88167",2017-03-18 00:12:01
"88168",2017-03-18 00:22:01
"88169",2017-03-18 00:27:00
"88170",2017-03-18 00:56:00
"88171",2017-03-18 01:06:01
"88172",2017-03-18 01:16:01
"88173",2017-03-18 01:27:00
"88174",2017-03-18 01:27:01
"88175",2017-03-18 01:42:00
"88176",2017-03-18 02:01:01
"88177",2017-03-18 02:07:00
"88178",2017-03-18 03:07:00
"88179",2017-03-18 03:22:00
"88180",2017-03-18 03:27:01
"88181",2017-03-18 03:32:00
"88182",2017-03-18 04:32:01
"88183",2017-03-18 04:37:00
"88184",2017-03-18 04:46:00
"88185",2017-03-18 05:12:00
"88186",2017-03-18 05:42:00
"88187",2017-03-18 05:52:01
"88188",2017-03-18 06:12:01
"88189",2017-03-18 06:17:00
"88190",2017-03-18 07:02:00
"88191",2017-03-18 07:02:01
"88192",2017-03-18 07:22:00
"88193",2017-03-18 07:27:01
"88194",2017-03-18 07:56:00
"88195",2017-03-18 08:17:00
"88196",2017-03-18 08:22:01
"88197",2017-03-18 08:22:01
"88198",2017-03-18 08:22:01
"88199",2017-03-18 08:27:01
"88200",2017-03-18 08:32:00
"88201",2017-03-18 08:32:01
"88202",2017-03-18 08:32:01
"88203",2017-03-18 08:42:00
"88204",2017-03-18 08:47:00
"88205",2017-03-18 08:57:00
"88206",2017-03-18 09:03:00
"88207",2017-03-18 09:06:01
"88208",2017-03-18 09:17:00
"88209",2017-03-18 09:22:00
"88210",2017-03-18 09:22:00
"88211",2017-03-18 09:27:00
"88212",2017-03-18 09:47:01
"88213",2017-03-18 09:52:00
"88214",2017-03-18 09:52:00
"88215",2017-03-18 09:52:00
"88216",2017-03-18 09:57:00
"88217",2017-03-18 09:57:00
"88218",2017-03-18 09:57:01
"88219",2017-03-18 10:02:00
"88220",2017-03-18 10:02:02
"88221",2017-03-18 10:02:02
"88222",2017-03-18 10:12:00
"88223",2017-03-18 10:16:00
"88224",2017-03-18 10:17:01
"88225",2017-03-18 10:27:00
"88226",2017-03-18 10:36:00
"88227",2017-03-18 10:37:00
"88228",2017-03-18 10:42:01
"88229",2017-03-18 10:42:02
"88230",2017-03-18 10:57:00
"88231",2017-03-18 10:57:01
"88232",2017-03-18 11:12:01
"88233",2017-03-18 11:12:01
"88234",2017-03-18 11:42:00
"88235",2017-03-18 11:42:01
"88236",2017-03-18 11:47:01
"88237",2017-03-18 11:47:02
"88238",2017-03-18 12:02:02
"88239",2017-03-18 12:12:01
"88240",2017-03-18 12:22:00
"88241",2017-03-18 12:22:00
"88242",2017-03-18 12:32:00
"88243",2017-03-18 12:37:01
"88244",2017-03-18 12:37:01
"88245",2017-03-18 12:57:01
"88246",2017-03-18 13:07:02
"88247",2017-03-18 13:17:01
"88248",2017-03-18 13:27:00
"88249",2017-03-18 13:37:00
"88250",2017-03-18 13:47:01
"88251",2017-03-18 13:57:00
"88252",2017-03-18 14:06:00
"88253",2017-03-18 14:07:00
"88254",2017-03-18 14:22:00
"88255",2017-03-18 14:37:01
"88256",2017-03-18 14:41:01
"88257",2017-03-18 14:42:00
"88258",2017-03-18 14:52:00
"88259",2017-03-18 14:57:00
"88260",2017-03-18 15:12:01
"88261",2017-03-18 15:17:00
"88262",2017-03-18 15:17:00
"88263",2017-03-18 15:22:00
"88264",2017-03-18 15:27:01
"88265",2017-03-18 15:42:01
"88266",2017-03-18 15:47:00
"88267",2017-03-18 16:07:01
"88268",2017-03-18 16:07:01
"88269",2017-03-18 16:27:00
"88270",2017-03-18 16:31:00
"88271",2017-03-18 16:37:00
"88272",2017-03-18 17:12:01
"88273",2017-03-18 17:17:01
"88274",2017-03-18 17:22:01
"88275",2017-03-18 17:27:01
"88276",2017-03-18 17:47:00
"88277",2017-03-18 17:52:00
"88278",2017-03-18 17:52:01
"88279",2017-03-18 17:57:00
"88280",2017-03-18 17:57:00
"88281",2017-03-18 17:57:00
"88282",2017-03-18 18:07:00
"88283",2017-03-18 18:07:00
"88284",2017-03-18 18:12:00
"88285",2017-03-18 18:22:00
"88286",2017-03-18 18:31:00
"88287",2017-03-18 18:32:01
"88288",2017-03-18 18:52:00
"88289",2017-03-18 19:02:01
"88290",2017-03-18 19:07:01
"88291",2017-03-18 19:07:01
"88292",2017-03-18 19:11:00
"88293",2017-03-18 19:22:00
"88294",2017-03-18 19:26:01
"88295",2017-03-18 19:37:00
"88296",2017-03-18 19:37:00
"88297",2017-03-18 19:37:01
"88298",2017-03-18 19:37:01
"88299",2017-03-18 19:41:00
"88300",2017-03-18 19:42:01
"88301",2017-03-18 19:42:01
"88302",2017-03-18 19:47:00
"88303",2017-03-18 19:57:01
"88304",2017-03-18 20:27:00
"88305",2017-03-18 20:32:01
"88306",2017-03-18 20:42:00
"88307",2017-03-18 20:47:00
"88308",2017-03-18 20:52:00
"88309",2017-03-18 20:52:00
"88310",2017-03-18 20:57:00
"88311",2017-03-18 21:02:00
"88312",2017-03-18 21:02:00
"88313",2017-03-18 21:02:00
"88314",2017-03-18 21:12:01
"88315",2017-03-18 21:17:01
"88316",2017-03-18 21:22:00
"88317",2017-03-18 21:26:00
"88318",2017-03-18 21:27:01
"88319",2017-03-18 21:27:01
"88320",2017-03-18 21:37:00
"88321",2017-03-18 21:42:01
"88322",2017-03-18 21:47:01
"88323",2017-03-18 21:47:02
"88324",2017-03-18 21:52:00
"88325",2017-03-18 21:57:01
"88326",2017-03-18 22:07:00
"88327",2017-03-18 22:12:01
"88328",2017-03-18 22:12:01
"88329",2017-03-18 22:22:00
"88330",2017-03-18 22:27:00
"88331",2017-03-18 22:37:01
"88332",2017-03-18 22:41:01
"88333",2017-03-18 22:47:00
"88334",2017-03-18 23:06:00
"88335",2017-03-18 23:12:00
"88336",2017-03-18 23:17:00
"88337",2017-03-18 23:22:00
"88338",2017-03-18 23:22:00
"88339",2017-03-18 23:27:02
"88340",2017-03-18 23:32:00
"88341",2017-03-18 23:57:00
"88342",2017-03-19 00:02:00
"88343",2017-03-19 00:42:00
"88344",2017-03-19 00:52:00
"88345",2017-03-19 01:07:00
"88346",2017-03-19 01:12:01
"88347",2017-03-19 01:22:00
"88348",2017-03-19 01:27:00
"88349",2017-03-19 01:31:01
"88350",2017-03-19 02:02:00
"88351",2017-03-19 02:11:00
"88352",2017-03-19 02:32:01
"88353",2017-03-19 02:42:00
"88354",2017-03-19 02:47:00
"88355",2017-03-19 03:07:01
"88356",2017-03-19 03:17:00
"88357",2017-03-19 03:22:00
"88358",2017-03-19 03:42:01
"88359",2017-03-19 03:42:01
"88360",2017-03-19 04:37:01
"88361",2017-03-19 04:42:01
"88362",2017-03-19 05:47:00
"88363",2017-03-19 05:52:00
"88364",2017-03-19 05:57:00
"88365",2017-03-19 06:17:01
"88366",2017-03-19 06:22:00
"88367",2017-03-19 06:27:00
"88368",2017-03-19 06:32:00
"88369",2017-03-19 07:22:01
"88370",2017-03-19 07:27:00
"88371",2017-03-19 07:37:00
"88372",2017-03-19 07:42:00
"88373",2017-03-19 08:37:01
"88374",2017-03-19 08:57:01
"88375",2017-03-19 08:57:01
"88376",2017-03-19 09:02:01
"88377",2017-03-19 09:07:00
"88378",2017-03-19 09:07:00
"88379",2017-03-19 09:12:00
"88380",2017-03-19 09:16:01
"88381",2017-03-19 09:22:01
"88382",2017-03-19 09:32:00
"88383",2017-03-19 09:37:01
"88384",2017-03-19 09:42:01
"88385",2017-03-19 10:02:00
"88386",2017-03-19 10:17:00
"88387",2017-03-19 10:21:01
"88388",2017-03-19 10:21:01
"88389",2017-03-19 10:27:00
"88390",2017-03-19 10:27:00
"88391",2017-03-19 10:42:00
"88392",2017-03-19 10:47:00
"88393",2017-03-19 10:52:01
"88394",2017-03-19 11:26:00
"88395",2017-03-19 11:27:01
"88396",2017-03-19 11:27:01
"88397",2017-03-19 11:32:01
"88398",2017-03-19 11:42:00
"88399",2017-03-19 11:42:00
"88400",2017-03-19 11:42:00
"88401",2017-03-19 11:47:01
"88402",2017-03-19 11:47:01
"88403",2017-03-19 11:47:02
"88404",2017-03-19 11:57:00
"88405",2017-03-19 12:07:01
"88406",2017-03-19 12:07:02
"88407",2017-03-19 12:07:02
"88408",2017-03-19 12:07:02
"88409",2017-03-19 12:32:00
"88410",2017-03-19 12:37:00
"88411",2017-03-19 12:37:01
"88412",2017-03-19 12:42:00
"88413",2017-03-19 12:47:01
"88414",2017-03-19 12:56:00
"88415",2017-03-19 13:17:01
"88416",2017-03-19 13:22:00
"88417",2017-03-19 13:32:00
"88418",2017-03-19 13:32:00
"88419",2017-03-19 13:42:00
"88420",2017-03-19 13:42:01
"88421",2017-03-19 13:47:01
"88422",2017-03-19 13:52:00
"88423",2017-03-19 13:57:02
"88424",2017-03-19 14:02:00
"88425",2017-03-19 14:17:00
"88426",2017-03-19 14:17:01
"88427",2017-03-19 14:22:00
"88428",2017-03-19 14:27:01
"88429",2017-03-19 14:42:00
"88430",2017-03-19 14:51:00
"88431",2017-03-19 14:56:00
"88432",2017-03-19 14:57:01
"88433",2017-03-19 15:07:01
"88434",2017-03-19 15:07:02
"88435",2017-03-19 15:12:00
"88436",2017-03-19 15:22:01
"88437",2017-03-19 15:22:01
"88438",2017-03-19 15:32:01
"88439",2017-03-19 15:46:00
"88440",2017-03-19 15:47:00
"88441",2017-03-19 15:47:00
"88442",2017-03-19 16:02:00
"88443",2017-03-19 16:27:00
"88444",2017-03-19 16:42:00
"88445",2017-03-19 16:42:00
"88446",2017-03-19 16:47:00
"88447",2017-03-19 17:07:00
"88448",2017-03-19 17:17:00
"88449",2017-03-19 17:32:00
"88450",2017-03-19 17:42:00
"88451",2017-03-19 17:47:00
"88452",2017-03-19 17:52:02
"88453",2017-03-19 18:02:00
"88454",2017-03-19 18:12:00
"88455",2017-03-19 18:12:01
"88456",2017-03-19 18:32:01
"88457",2017-03-19 18:32:02
"88458",2017-03-19 18:32:02
"88459",2017-03-19 18:37:01
"88460",2017-03-19 18:42:00
"88461",2017-03-19 18:52:00
"88462",2017-03-19 18:57:01
"88463",2017-03-19 19:07:01
"88464",2017-03-19 19:07:01
"88465",2017-03-19 19:12:00
"88466",2017-03-19 19:12:01
"88467",2017-03-19 19:17:00
"88468",2017-03-19 19:17:01
"88469",2017-03-19 19:42:01
"88470",2017-03-19 19:57:01
"88471",2017-03-19 20:27:00
"88472",2017-03-19 20:32:00
"88473",2017-03-19 20:32:02
"88474",2017-03-19 20:37:00
"88475",2017-03-19 20:37:00
"88476",2017-03-19 20:42:00
"88477",2017-03-19 21:07:00
"88478",2017-03-19 21:07:00
"88479",2017-03-19 21:27:01
"88480",2017-03-19 21:27:01
"88481",2017-03-19 21:37:01
"88482",2017-03-19 21:47:00
"88483",2017-03-19 21:52:00
"88484",2017-03-19 21:56:02
"88485",2017-03-19 21:57:01
"88486",2017-03-19 22:12:00
"88487",2017-03-19 22:22:01
"88488",2017-03-19 22:27:01
"88489",2017-03-19 22:37:01
"88490",2017-03-19 23:02:00
"88491",2017-03-19 23:07:01
"88492",2017-03-19 23:22:00
"88493",2017-03-19 23:42:00
"88494",2017-03-20 00:07:01
"88495",2017-03-20 00:17:01
"88496",2017-03-20 00:37:01
"88497",2017-03-20 00:47:00
"88498",2017-03-20 01:07:00
"88499",2017-03-20 01:12:00
"88500",2017-03-20 01:31:00
"88501",2017-03-20 01:36:00
"88502",2017-03-20 01:51:00
"88503",2017-03-20 02:17:00
"88504",2017-03-20 02:57:00
"88505",2017-03-20 03:02:01
"88506",2017-03-20 03:02:01
"88507",2017-03-20 03:02:01
"88508",2017-03-20 03:07:00
"88509",2017-03-20 03:12:00
"88510",2017-03-20 03:12:00
"88511",2017-03-20 03:12:00
"88512",2017-03-20 03:17:00
"88513",2017-03-20 03:51:00
"88514",2017-03-20 04:02:00
"88515",2017-03-20 04:07:00
"88516",2017-03-20 04:21:00
"88517",2017-03-20 05:07:00
"88518",2017-03-20 05:26:01
"88519",2017-03-20 05:31:01
"88520",2017-03-20 05:52:00
"88521",2017-03-20 05:57:01
"88522",2017-03-20 06:07:00
"88523",2017-03-20 06:37:01
"88524",2017-03-20 06:47:00
"88525",2017-03-20 06:52:00
"88526",2017-03-20 06:57:00
"88527",2017-03-20 07:07:00
"88528",2017-03-20 07:12:00
"88529",2017-03-20 07:27:00
"88530",2017-03-20 07:42:01
"88531",2017-03-20 07:42:01
"88532",2017-03-20 08:02:01
"88533",2017-03-20 08:02:01
"88534",2017-03-20 08:07:01
"88535",2017-03-20 08:07:01
"88536",2017-03-20 08:12:00
"88537",2017-03-20 08:17:00
"88538",2017-03-20 08:22:01
"88539",2017-03-20 08:27:01
"88540",2017-03-20 08:27:02
"88541",2017-03-20 08:27:02
"88542",2017-03-20 08:32:00
"88543",2017-03-20 08:37:00
"88544",2017-03-20 08:37:01
"88545",2017-03-20 09:17:00
"88546",2017-03-20 09:17:00
"88547",2017-03-20 09:22:00
"88548",2017-03-20 09:22:01
"88549",2017-03-20 09:27:00
"88550",2017-03-20 09:37:01
"88551",2017-03-20 09:37:01
"88552",2017-03-20 09:47:00
"88553",2017-03-20 09:57:01
"88554",2017-03-20 09:57:02
"88555",2017-03-20 09:57:02
"88556",2017-03-20 10:02:00
"88557",2017-03-20 10:16:00
"88558",2017-03-20 10:17:01
"88559",2017-03-20 10:27:00
"88560",2017-03-20 10:27:00
"88561",2017-03-20 10:27:00
"88562",2017-03-20 10:27:00
"88563",2017-03-20 10:32:01
"88564",2017-03-20 10:42:00
"88565",2017-03-20 10:47:01
"88566",2017-03-20 10:52:00
"88567",2017-03-20 10:57:00
"88568",2017-03-20 10:57:01
"88569",2017-03-20 11:11:00
"88570",2017-03-20 11:17:00
"88571",2017-03-20 11:22:00
"88572",2017-03-20 11:31:00
"88573",2017-03-20 11:32:01
"88574",2017-03-20 11:42:00
"88575",2017-03-20 11:42:01
"88576",2017-03-20 11:47:00
"88577",2017-03-20 11:47:00
"88578",2017-03-20 11:52:00
"88579",2017-03-20 12:02:00
"88580",2017-03-20 12:02:01
"88581",2017-03-20 12:06:01
"88582",2017-03-20 12:17:01
"88583",2017-03-20 12:17:01
"88584",2017-03-20 12:22:02
"88585",2017-03-20 12:22:02
"88586",2017-03-20 12:27:01
"88587",2017-03-20 12:27:01
"88588",2017-03-20 12:32:00
"88589",2017-03-20 12:36:01
"88590",2017-03-20 12:37:00
"88591",2017-03-20 12:47:00
"88592",2017-03-20 13:02:02
"88593",2017-03-20 13:07:00
"88594",2017-03-20 13:11:01
"88595",2017-03-20 13:17:01
"88596",2017-03-20 13:17:02
"88597",2017-03-20 13:21:00
"88598",2017-03-20 13:22:00
"88599",2017-03-20 13:22:01
"88600",2017-03-20 13:46:01
"88601",2017-03-20 13:52:02
"88602",2017-03-20 13:52:02
"88603",2017-03-20 14:02:00
"88604",2017-03-20 14:12:00
"88605",2017-03-20 14:17:00
"88606",2017-03-20 14:17:00
"88607",2017-03-20 14:32:00
"88608",2017-03-20 14:37:00
"88609",2017-03-20 14:42:01
"88610",2017-03-20 14:46:01
"88611",2017-03-20 14:51:01
"88612",2017-03-20 14:57:01
"88613",2017-03-20 15:02:01
"88614",2017-03-20 15:12:01
"88615",2017-03-20 15:17:00
"88616",2017-03-20 15:17:01
"88617",2017-03-20 15:21:00
"88618",2017-03-20 15:22:00
"88619",2017-03-20 15:26:02
"88620",2017-03-20 15:37:01
"88621",2017-03-20 15:41:00
"88622",2017-03-20 15:42:02
"88623",2017-03-20 15:51:01
"88624",2017-03-20 15:52:01
"88625",2017-03-20 15:57:01
"88626",2017-03-20 16:02:00
"88627",2017-03-20 16:07:00
"88628",2017-03-20 16:12:00
"88629",2017-03-20 16:17:01
"88630",2017-03-20 16:22:00
"88631",2017-03-20 16:26:00
"88632",2017-03-20 16:27:03
"88633",2017-03-20 16:27:04
"88634",2017-03-20 16:32:00
"88635",2017-03-20 16:32:00
"88636",2017-03-20 16:37:00
"88637",2017-03-20 16:37:00
"88638",2017-03-20 16:42:00
"88639",2017-03-20 16:47:00
"88640",2017-03-20 16:47:00
"88641",2017-03-20 17:06:01
"88642",2017-03-20 17:12:00
"88643",2017-03-20 17:27:00
"88644",2017-03-20 17:27:00
"88645",2017-03-20 17:27:00
"88646",2017-03-20 17:31:01
"88647",2017-03-20 17:32:00
"88648",2017-03-20 17:32:01
"88649",2017-03-20 17:52:00
"88650",2017-03-20 17:57:00
"88651",2017-03-20 18:07:00
"88652",2017-03-20 18:12:01
"88653",2017-03-20 18:12:01
"88654",2017-03-20 18:12:01
"88655",2017-03-20 18:12:02
"88656",2017-03-20 18:17:00
"88657",2017-03-20 18:17:00
"88658",2017-03-20 18:17:02
"88659",2017-03-20 18:32:00
"88660",2017-03-20 18:37:00
"88661",2017-03-20 18:42:01
"88662",2017-03-20 18:47:00
"88663",2017-03-20 18:47:01
"88664",2017-03-20 19:02:00
"88665",2017-03-20 19:02:00
"88666",2017-03-20 19:07:00
"88667",2017-03-20 19:12:00
"88668",2017-03-20 19:27:00
"88669",2017-03-20 19:27:00
"88670",2017-03-20 19:27:00
"88671",2017-03-20 19:31:01
"88672",2017-03-20 19:37:00
"88673",2017-03-20 19:52:01
"88674",2017-03-20 19:52:01
"88675",2017-03-20 20:07:00
"88676",2017-03-20 20:12:01
"88677",2017-03-20 20:12:01
"88678",2017-03-20 20:17:00
"88679",2017-03-20 21:02:00
"88680",2017-03-20 21:12:01
